Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_HydraProteins
OG0001763	Clytia|LOC043885	Hydra|LOC100203476
OG0001763	Clytia|LOC044316	Hydra|LOC100215242
OG0001764	Clytia|LOC045440	Hydra|LOC100214758
OG0001764	Clytia|LOC045441	Hydra|LOC100212769
OG0001765	Clytia|LOC045650	Hydra|LOC124815879, Hydra|LOC101239103, Hydra|LOC105845030
OG0001855	Clytia|LOC000094	Hydra|LOC100202645, Hydra|LOC100201430
OG0001856	Clytia|LOC000123	Hydra|LOC124808422
OG0001859	Clytia|LOC009976	Hydra|LOC100200338
OG0001859	Clytia|LOC000289	Hydra|LOC100204611
OG0001860	Clytia|LOC000335, Clytia|LOC000334, Clytia|LOC000333	Hydra|LOC100202686, Hydra|LOC100212346
OG0001862	Clytia|LOC010306, Clytia|LOC000746, Clytia|LOC000714, Clytia|LOC006164, Clytia|LOC010305	Hydra|LOC100200582, Hydra|LOC100211732
OG0001863	Clytia|LOC000837, Clytia|LOC000881, Clytia|LOC027237, Clytia|LOC000882, Clytia|LOC044492	Hydra|LOC100197608
OG0001866	Clytia|LOC015998, Clytia|LOC000962, Clytia|LOC017585, Clytia|LOC010763	Hydra|LOC100212447, Hydra|LOC100200818
OG0001867	Clytia|LOC000985	myc2
OG0001870	Clytia|LOC001114	Hydra|LOC100213528
OG0001870	Clytia|LOC001115	Hydra|LOC100213897
OG0001871	Clytia|LOC001234, Clytia|LOC037340, Clytia|LOC024830	Hydra|LOC124807138, Hydra|LOC124811224, Hydra|LOC124813731, Hydra|LOC124813786
OG0001872	Clytia|LOC044123, Clytia|LOC001470	Hydra|LOC101239006
OG0001874	Clytia|LOC001522, Clytia|LOC001524	Hydra|LOC101235959
OG0001877	Clytia|LOC001618	Hydra|LOC100205136
OG0001877	Clytia|LOC012335	Hydra|LOC100204534, Hydra|LOC100199986
OG0001880	Clytia|LOC001823	Hydra|LOC101236855
OG0001881	Clytia|LOC001856	Hydra|LOC105848620
OG0001882	Clytia|LOC001931	Hydra|LOC100203050
OG0001883	Clytia|LOC001950	Hydra|LOC100211281
OG0001884	Clytia|LOC002259, Clytia|LOC002288, Clytia|LOC013832	Hydra|LOC100212242, Hydra|LOC105850324
OG0001887	Clytia|LOC002402	Hydra|LOC101238357
OG0001888	Clytia|LOC002648	Hydra|LOC100200128
OG0001888	Clytia|LOC002647	Hydra|LOC100214514
OG0001891	Clytia|LOC002768	Hydra|LOC100208289
OG0001891	Clytia|LOC003583	Hydra|LOC100208687
OG0001893	Clytia|LOC011867	Hydra|LOC100202667
OG0001893	Clytia|LOC002797	Hydra|LOC100204739
OG0001894	Clytia|LOC040446	Hydra|LOC101235950
OG0001894	Clytia|LOC002998	Hydra|LOC100209542, Hydra|LOC100199406
OG0001895	Clytia|LOC021306	Hydra|LOC105844343
OG0001895	Clytia|LOC003006	Hydra|LOC100203899
OG0001896	Clytia|LOC003033	Hydra|LOC100197279
OG0001897	Clytia|LOC003054	Hydra|LOC105846926, Hydra|LOC105843377, Hydra|LOC105850880, Hydra|LOC105849116, Hydra|LOC124805952, Hydra|LOC105844203
OG0001898	Clytia|LOC003093	Hydra|LOC100200850
OG0001899	Clytia|LOC003185, Clytia|LOC003163	Hydra|LOC100213184
OG0001900	Clytia|LOC003168	Hydra|LOC100202149
OG0001900	Clytia|LOC037909	Hydra|LOC101235210
OG0001903	Clytia|LOC038197, Clytia|LOC038213, Clytia|LOC021227, Clytia|LOC003496, Clytia|LOC038245, Clytia|LOC003503	Hydra|LOC105847942
OG0001904	Clytia|LOC003516	Hydra|LOC101238515
OG0001906	Clytia|LOC003576	Hydra|LOC100206883
OG0001907	Clytia|LOC003651	Hydra|LOC105844600
OG0001909	Clytia|LOC008219, Clytia|LOC041603, Clytia|LOC003771	Hydra|LOC124817936, Hydra|LOC100213583
OG0001910	Clytia|LOC003881	Hydra|LOC100209753, Hydra|LOC105847724, Hydra|LOC100205317, Hydra|LOC101239789
OG0001911	Clytia|LOC007539, Clytia|LOC003929	Hydra|LOC100200478, Hydra|LOC100202447
OG0001912	Clytia|LOC003936	Hydra|LOC101240653
OG0001913	Clytia|LOC003966	Hydra|LOC100205627
OG0001914	Clytia|LOC004020	Hydra|LOC100208961
OG0001914	Clytia|LOC033774	Hydra|LOC101241841
OG0001915	Clytia|LOC004070	Hydra|LOC100201422
OG0001916	Clytia|LOC004072, Clytia|LOC019506	Hydra|LOC101238445
OG0001917	Clytia|LOC004098	Hydra|LOC100205559, Hydra|LOC105847415, Hydra|LOC105845629, Hydra|LOC105844358, Hydra|LOC101235740, Hydra|LOC105848483
OG0001919	Clytia|LOC004181	Hydra|LOC124811594
OG0001921	Clytia|LOC014340, Clytia|LOC004303, Clytia|LOC004287	Hydra|LOC100198464
OG0001922	Clytia|LOC004360, Clytia|LOC004358	Hydra|LOC105845724
OG0001926	Clytia|LOC004707, Clytia|LOC004708	Hydra|LOC100201685
OG0001927	Clytia|LOC004722, Clytia|LOC031378, Clytia|LOC031377	Hydra|LOC100202359
OG0001928	Clytia|LOC004757	Hydra|LOC101238851
OG0001932	Clytia|LOC005039	Hydra|LOC100206903
OG0001933	Clytia|LOC005171, Clytia|LOC005169	Hydra|LOC100207813, Hydra|LOC105846574, Hydra|LOC100199179, Hydra|LOC100207952
OG0001934	Clytia|LOC005191	Hydra|LOC100201403
OG0001935	Clytia|LOC005305	Hydra|LOC100204226
OG0001939	Clytia|LOC013641, Clytia|LOC005516, Clytia|LOC013642	Hydra|LOC101236593
OG0001940	Clytia|LOC005607, Clytia|LOC010645	Hydra|LOC100212681
OG0001941	Clytia|LOC005846	Hydra|LOC100197966
OG0001942	Clytia|LOC007815, Clytia|LOC005856, Clytia|LOC005865	Hydra|LOC100213474, Hydra|LOC100202839
OG0001943	Clytia|LOC005866	Hydra|LOC100207753
OG0001944	Clytia|LOC005895	Hydra|LOC100200074
OG0001947	Clytia|LOC006101	Hydra|LOC100206618, Hydra|LOC100210177, Hydra|LOC100199377
OG0001949	Clytia|LOC006155	Hydra|LOC100204219, Hydra|LOC100197158, Hydra|LOC100202454
OG0001950	Clytia|LOC006372, Clytia|LOC025998	Hydra|LOC100211827, Hydra|LOC100200677
OG0001951	Clytia|LOC006380, Clytia|LOC006379	Hydra|LOC100207998
OG0001952	Clytia|LOC006426	Hydra|LOC100198653
OG0001952	Clytia|LOC043724	Hydra|LOC100210912
OG0001954	Clytia|LOC006488	Hydra|LOC100202657, Hydra|LOC100199980
OG0001955	Clytia|LOC006527	Hydra|LOC101236615
OG0001956	Clytia|LOC006538, Clytia|LOC013297, Clytia|LOC010493	Hydra|LOC100202398
OG0001957	Clytia|LOC040248, Clytia|LOC040247, Clytia|LOC006543	Hydra|LOC105850223
OG0001958	Clytia|LOC006600	Hydra|LOC100202935
OG0001959	Clytia|LOC027686, Clytia|LOC027687, Clytia|LOC006902	Hydra|LOC100206623
OG0001961	Clytia|LOC007950	Hydra|LOC101238218
OG0001961	Clytia|LOC007228	Hydra|LOC100206440
OG0001962	Clytia|LOC007293	Hydra|LOC100204322
OG0001962	Clytia|LOC007242	Hydra|LOC101241494
OG0001963	Clytia|LOC026028, Clytia|LOC007395, Clytia|LOC025302	Hydra|LOC100200854
OG0001965	Clytia|LOC007470	Hydra|LOC100213744
OG0001966	Clytia|LOC007541	Hydra|LOC100202008
OG0001967	Clytia|LOC043363, Clytia|LOC007585	Hydra|LOC100214644, Hydra|LOC100208577, Hydra|LOC100208567
OG0001968	Clytia|LOC007690, Clytia|LOC007697	Hydra|LOC100201689
OG0001969	Clytia|LOC007726	Hydra|LOC100213365
OG0001970	Clytia|LOC023009, Clytia|LOC022796, Clytia|LOC007914, Clytia|LOC007905	Hydra|LOC100204855
OG0001971	Clytia|LOC007959	Hydra|LOC100206247, Hydra|LOC100201160, Hydra|LOC100209323
OG0001972	Clytia|LOC008062, Clytia|LOC008045, Clytia|LOC023775, Clytia|LOC008061	Hydra|LOC101236803
OG0001973	Clytia|LOC008150	Hydra|LOC100205403
OG0001973	Clytia|LOC033643	Hydra|LOC100215737
OG0001974	Clytia|LOC008169	Hydra|LOC105848832
OG0001975	Clytia|LOC008226, Clytia|LOC008227, Clytia|LOC030853, Clytia|LOC040617	Hydra|LOC105847784
OG0001976	Clytia|LOC008317	Hydra|LOC100215751
OG0001976	Clytia|LOC042093	Hydra|LOC100207841
OG0001977	Clytia|LOC008423	Hydra|LOC105848180
OG0001978	Clytia|LOC008429	Hydra|LOC101237470
OG0001982	Clytia|LOC044216	Hydra|LOC100204217, Hydra|LOC100200732
OG0001983	Clytia|LOC008849, Clytia|LOC010732	Hydra|LOC105845021, Hydra|LOC124812070, Hydra|LOC124815204
OG0001984	Clytia|LOC009174	Hydra|LOC100201797
OG0001988	Clytia|LOC009570, Clytia|LOC009569	Hydra|LOC100204977
OG0001989	Clytia|LOC009643	Hydra|LOC100199148
OG0001989	Clytia|LOC009642	Hydra|LOC100197952
OG0001991	Clytia|LOC044063, Clytia|LOC009858	Hydra|LOC100208449
OG0001992	Clytia|LOC015554	Hydra|LOC100215292
OG0001993	Clytia|LOC009885, Clytia|LOC009886	Hydra|LOC124814762, Hydra|LOC124809253, Hydra|LOC124810354
OG0001994	Clytia|LOC009964, Clytia|LOC043591, Clytia|LOC023757, Clytia|LOC009969	Hydra|LOC100211325
OG0001995	Clytia|LOC010010	Hydra|LOC100206199
OG0001997	Clytia|LOC010086	jun
OG0001998	Clytia|LOC010088	Hydra|LOC100202697
OG0001999	Clytia|LOC034409, Clytia|LOC010114, Clytia|LOC010123	Hydra|LOC105847832, Hydra|LOC124815105, Hydra|LOC105844643, Hydra|LOC124815106
OG0002001	Clytia|LOC010299	Hydra|LOC100201659
OG0002002	Clytia|LOC010508, Clytia|LOC020059, Clytia|LOC011420, Clytia|LOC011421	Hydra|LOC101234436
OG0002004	Clytia|LOC010601	Hydra|LOC124811446
OG0002006	Clytia|LOC010789	Hydra|LOC101237079
OG0002007	Clytia|LOC010935	Hydra|LOC100207937
OG0002008	Clytia|LOC011027	Hydra|LOC101240946
OG0002010	Clytia|LOC011279, Clytia|LOC011262	Hydra|LOC100211230
OG0002011	Clytia|LOC034910	Hydra|LOC100204691
OG0002012	Clytia|LOC027101, Clytia|LOC011509	Hydra|LOC100200597
OG0002015	Clytia|LOC011741, Clytia|LOC044272, Clytia|LOC044325	Hydra|LOC100209110
OG0002016	Clytia|LOC043545, Clytia|LOC011812, Clytia|LOC042614, Clytia|LOC025823, Clytia|LOC013688, Clytia|LOC040561	Hydra|LOC100198541, Hydra|LOC124814745
OG0002017	Clytia|LOC038065, Clytia|LOC038064, Clytia|LOC011898, Clytia|LOC030094	Hydra|LOC124817234, Hydra|LOC124817232, Hydra|LOC124817233, Hydra|LOC124817213
OG0002018	Clytia|LOC012131	Hydra|LOC101241169, Hydra|LOC124815931
OG0002019	Clytia|LOC012295	Hydra|LOC124816090, Hydra|LOC100209718, Hydra|LOC124810892
OG0002023	Clytia|LOC039859	Hydra|LOC100212260
OG0002023	Clytia|LOC012382	Hydra|LOC100209995
OG0002024	Clytia|LOC012460, Clytia|LOC012448	Hydra|LOC100203675, Hydra|LOC100206602
OG0002027	Clytia|LOC012901	Hydra|LOC105843932
OG0002028	Clytia|LOC043717, Clytia|LOC012907, Clytia|LOC043716, Clytia|LOC012906	Hydra|LOC100199240
OG0002029	Clytia|LOC013136, Clytia|LOC021961, Clytia|LOC013132, Clytia|LOC033777	Hydra|LOC100200153
OG0002030	Clytia|LOC013251, Clytia|LOC031991	Hydra|LOC100206322, Hydra|LOC100209785, Hydra|LOC100209841
OG0002031	Clytia|LOC013296	Hydra|LOC101239863
OG0002033	Clytia|LOC013623, Clytia|LOC013624, Clytia|LOC013631, Clytia|LOC029057	Hydra|LOC100198550
OG0002034	Clytia|LOC013689	Hydra|LOC101236730
OG0002035	Clytia|LOC013952	Hydra|LOC100203015
OG0002038	Clytia|LOC026088, Clytia|LOC023241, Clytia|LOC015510, Clytia|LOC014290	Hydra|LOC101240546
OG0002039	Clytia|LOC014411, Clytia|LOC028456	Hydra|LOC100213314
OG0002040	Clytia|LOC014436	Hydra|LOC105844134
OG0002046	Clytia|LOC014839	Hydra|LOC100212273
OG0002047	Clytia|LOC014908	Hydra|LOC101236446
OG0002048	Clytia|LOC019640, Clytia|LOC019641, Clytia|LOC016312, Clytia|LOC014942	Hydra|LOC100206742
OG0002049	Clytia|LOC015215, Clytia|LOC027886	Hydra|LOC105845087
OG0002049	Clytia|LOC026961, Clytia|LOC030497	Hydra|LOC124810062, Hydra|LOC124815028, Hydra|LOC124817121
OG0002050	Clytia|LOC015298, Clytia|LOC019295	Hydra|LOC101237115
OG0002051	Clytia|LOC029595	Hydra|LOC105846266
OG0002051	Clytia|LOC015313	Hydra|LOC101236278
OG0002053	Clytia|LOC015552, Clytia|LOC015547	Hydra|LOC100206191, Hydra|LOC100206143, Hydra|LOC100197975
OG0002054	Clytia|LOC015648	Hydra|LOC101238552
OG0002056	Clytia|LOC015764	Hydra|LOC101236759
OG0002056	Clytia|LOC041383	Hydra|LOC101237795
OG0002058	Clytia|LOC016254, Clytia|LOC020000	Hydra|LOC105846892, Hydra|LOC124806916, Hydra|LOC124809455, Hydra|LOC124814983, Hydra|LOC101240618
OG0002060	Clytia|LOC016860	Hydra|LOC105844628
OG0002062	Clytia|LOC021829, Clytia|LOC017194	Hydra|LOC124807480, Hydra|LOC105845928, Hydra|LOC124807883, Hydra|LOC124807024, Hydra|LOC124806636, Hydra|LOC124814960
OG0002063	Clytia|LOC020028, Clytia|LOC017221	Hydra|LOC100209513
OG0002064	Clytia|LOC017483, Clytia|LOC045179	Hydra|LOC100198679
OG0002065	Clytia|LOC017891, Clytia|LOC037848	Hydra|LOC100206989
OG0002066	Clytia|LOC018021, Clytia|LOC018023	Hydra|LOC100206244
OG0002067	Clytia|LOC018411	Hydra|LOC100198060
OG0002068	Clytia|LOC018471, Clytia|LOC041736, Clytia|LOC045452	grm1
OG0002069	Clytia|LOC018506, Clytia|LOC024249, Clytia|LOC036529	Hydra|LOC100206178
OG0002070	Clytia|LOC018825	Hydra|LOC105846202, Hydra|LOC124806934
OG0002070	Clytia|LOC020439, Clytia|LOC033584	Hydra|LOC124818219, Hydra|LOC124816524, Hydra|LOC124814958
OG0002075	Clytia|LOC022800, Clytia|LOC019743, Clytia|LOC019742, Clytia|LOC027643	Hydra|LOC100210354
OG0002076	Clytia|LOC038159, Clytia|LOC020268	Hydra|LOC100198609
OG0002077	Clytia|LOC020307	Hydra|LOC124819062, Hydra|LOC124811580, Hydra|LOC124814846, Hydra|LOC124807812, Hydra|LOC124807787, Hydra|LOC124806313
OG0002079	Clytia|LOC021878, Clytia|LOC040136, Clytia|LOC021435, Clytia|LOC041216	Hydra|LOC124808109, Hydra|LOC124811075
OG0002080	Clytia|LOC037099, Clytia|LOC028182, Clytia|LOC021662, Clytia|LOC037098	Hydra|LOC100207156
OG0002081	Clytia|LOC026522, Clytia|LOC022381, Clytia|LOC022382	Hydra|LOC100202862
OG0002082	Clytia|LOC023013, Clytia|LOC023012, Clytia|LOC045645	Hydra|LOC101240380
OG0002083	Clytia|LOC023965	Hydra|LOC124809435
OG0002084	Clytia|LOC023787	Hydra|LOC124816160
OG0002086	Clytia|LOC028078, Clytia|LOC029492, Clytia|LOC029477, Clytia|LOC028460, Clytia|LOC029469, Clytia|LOC024510	Hydra|LOC105846952
OG0002087	Clytia|LOC038778, Clytia|LOC024761, Clytia|LOC038777	Hydra|LOC100209066
OG0002088	Clytia|LOC026259, Clytia|LOC027319, Clytia|LOC032360	Hydra|LOC100213982
OG0002089	Clytia|LOC034709, Clytia|LOC026641, Clytia|LOC035303	Hydra|LOC124816660, Hydra|LOC124808257, Hydra|LOC124815901
OG0002090	Clytia|LOC027476	Hydra|LOC124810830, Hydra|LOC124817309, Hydra|LOC124818268, Hydra|LOC124819067, Hydra|LOC124816809, Hydra|LOC105850372, Hydra|LOC124806782
OG0002091	Clytia|LOC034523, Clytia|LOC027660	Hydra|LOC100212086
OG0002093	Clytia|LOC038220, Clytia|LOC028772	Hydra|LOC100200433
OG0002094	Clytia|LOC029015, Clytia|LOC033816	Hydra|LOC100201021
OG0002095	Clytia|LOC029206	Hydra|LOC100209635
OG0002096	Clytia|LOC029276	Hydra|LOC100202549
OG0002097	Clytia|LOC029294	Hydra|LOC100213333
OG0002098	Clytia|LOC029688, Clytia|LOC029689, Clytia|LOC029690	Hydra|LOC100215135
OG0002099	Clytia|LOC029792	Hydra|LOC124815312
OG0002101	Clytia|LOC030085, Clytia|LOC045810, Clytia|LOC030101	Hydra|LOC100207948
OG0002102	Clytia|LOC030208	Hydra|LOC100207213, Hydra|LOC101234388
OG0002105	Clytia|LOC030931	Hydra|LOC100200257
OG0002106	Clytia|LOC039723, Clytia|LOC031075	Hydra|LOC100208445
OG0002107	Clytia|LOC031216	Hydra|LOC100200150
OG0002108	Clytia|LOC031255	Hydra|LOC101236580
OG0002109	Clytia|LOC031352	Hydra|LOC101239409, Hydra|LOC100207670, Hydra|LOC124805882
OG0002110	Clytia|LOC041830, Clytia|LOC041832	Hydra|LOC100201272
OG0002111	Clytia|LOC032000	Hydra|LOC100212823
OG0002111	Clytia|LOC044808	Hydra|LOC100198091, Hydra|LOC100214985
OG0002112	Clytia|LOC032177	Hydra|LOC124813781, Hydra|LOC124811302, Hydra|LOC105847981, Hydra|LOC124815823, Hydra|LOC105848490
OG0002114	Clytia|LOC032992	Hydra|LOC100204450, Hydra|LOC100212068
OG0002115	Clytia|LOC033453	Hydra|LOC124819244, Hydra|LOC105843579, Hydra|LOC105844228
OG0002115	Clytia|LOC038095	Hydra|LOC124805913, Hydra|LOC105846500
OG0002119	Clytia|LOC033751, Clytia|LOC040174, Clytia|LOC033752, Clytia|LOC033750	Hydra|LOC100202255
OG0002120	Clytia|LOC033838	Hydra|LOC101237256, Hydra|LOC105847432, Hydra|LOC100208804
OG0002121	Clytia|LOC034926	Hydra|LOC100212328
OG0002122	Clytia|LOC035354	Hydra|LOC124813875, Hydra|LOC101236731, Hydra|LOC101237990
OG0002123	Clytia|LOC035511	Hydra|LOC101236808, Hydra|LOC124814938, Hydra|LOC100210374, Hydra|LOC124811254, Hydra|LOC105843851, Hydra|LOC124809535, Hydra|LOC101234702
OG0002124	Clytia|LOC035544	Hydra|LOC124815243
OG0002125	Clytia|LOC035833	Hydra|LOC101237004
OG0002126	Clytia|LOC036014	Hydra|LOC124814275, Hydra|LOC124818499, Hydra|LOC124815554, Hydra|LOC124816094, Hydra|LOC124811378, Hydra|LOC124809149
OG0002127	Clytia|LOC043460, Clytia|LOC036895	Hydra|LOC100213759
OG0002128	Clytia|LOC037142, Clytia|LOC037160	Hydra|LOC100213040, Hydra|LOC105850207
OG0002129	Clytia|LOC037143	Hydra|LOC100205517
OG0002130	Clytia|LOC037415	Hydra|LOC100200684
OG0002131	Clytia|LOC037631	Hydra|LOC100213835
OG0002132	Clytia|LOC037843	Hydra|LOC124812496, Hydra|LOC124817450, Hydra|LOC105849511, Hydra|LOC124808476, Hydra|LOC101237399, Hydra|LOC101236037, Hydra|LOC100214800
OG0002133	Clytia|LOC037992, Clytia|LOC037993	Hydra|LOC100201649, Hydra|LOC101239243
OG0002134	Clytia|LOC038013	Hydra|LOC124818139
OG0002135	Clytia|LOC038206, Clytia|LOC038186	Hydra|LOC100209742
OG0002136	Clytia|LOC038342	Hydra|LOC101236159
OG0002137	Clytia|LOC038543, Clytia|LOC038521	Hydra|LOC100209578
OG0002138	Clytia|LOC038632, Clytia|LOC038631	Hydra|LOC100202353
OG0002139	Clytia|LOC038929	Hydra|LOC100207176
OG0002141	Clytia|LOC039002	Hydra|LOC101236611, Hydra|LOC100207837
OG0002142	Clytia|LOC039239	Hydra|LOC101235934
OG0002143	Clytia|LOC039392	Hydra|LOC101239974
OG0002144	Clytia|LOC039592	Hydra|LOC105844959, Hydra|LOC100208250
OG0002145	Clytia|LOC040597	Hydra|LOC100201983
OG0002145	Clytia|LOC040598	Hydra|LOC100210142
OG0002146	Clytia|LOC040723	Hydra|LOC100205859
OG0002147	Clytia|LOC040938	Hydra|LOC100208012
OG0002148	Clytia|LOC041070	Hydra|LOC105845888, Hydra|LOC124805841, Hydra|LOC124817068
OG0002149	Clytia|LOC041175	Hydra|LOC100205170
OG0002150	Clytia|LOC041303	Hydra|LOC100199577
OG0002153	Clytia|LOC041815	Hydra|LOC100211509
OG0002154	Clytia|LOC041945	Hydra|LOC100200247
OG0002155	Clytia|LOC042453	Hydra|LOC100202128
OG0002156	Clytia|LOC042545	Hydra|LOC100211911
OG0002157	Clytia|LOC042701	Hydra|LOC100207733
OG0002158	Clytia|LOC042665	Hydra|LOC100201739
OG0002160	Clytia|LOC042751	Hydra|LOC101241405
OG0002162	Clytia|LOC043157	Hydra|LOC100204866
OG0002163	Clytia|LOC043721, Clytia|LOC043720	Hydra|LOC100207690
OG0002164	Clytia|LOC043906	Hydra|LOC100212580
OG0002165	Clytia|LOC044132	kazal2, kazal5, kazal1, kazal3, kazal4
OG0002166	Clytia|LOC044905	Hydra|LOC100214223
OG0002167	Clytia|LOC045163, Clytia|LOC045164	Hydra|LOC124814631
OG0002168	Clytia|LOC045580	Hydra|LOC124806255, Hydra|LOC105845709, Hydra|LOC124816043, Hydra|LOC101234718
OG0002169	Clytia|LOC045748	Hydra|LOC101236662
OG0002283	Clytia|LOC000060, Clytia|LOC000131	Hydra|LOC100209737
OG0002284	Clytia|LOC000067, Clytia|LOC000139	Hydra|LOC100198107
OG0002285	Clytia|LOC014617, Clytia|LOC000265, Clytia|LOC000259	Hydra|LOC100213935
OG0002287	Clytia|LOC000296, Clytia|LOC000347	Hydra|LOC100214214, Hydra|LOC100198713, Hydra|LOC100212760
OG0002288	Clytia|LOC000332	Hydra|LOC124805774
OG0002289	Clytia|LOC000346	Hydra|LOC101239547
OG0002291	Clytia|LOC000381, Clytia|LOC027853	Hydra|LOC105846998, Hydra|LOC105846994, Hydra|LOC101239029
OG0002293	Clytia|LOC000465	Hydra|LOC100211547
OG0002295	Clytia|LOC035219	Hydra|LOC100215643
OG0002295	Clytia|LOC000500	Hydra|LOC105843146
OG0002296	Clytia|LOC000650, Clytia|LOC000592, Clytia|LOC030003	hywnt5a
OG0002297	Clytia|LOC000608, Clytia|LOC000671	Hydra|LOC105843987
OG0002298	Clytia|LOC030081, Clytia|LOC030066, Clytia|LOC000648	Hydra|LOC101239391
OG0002299	Clytia|LOC000721	Hydra|LOC101241338
OG0002304	Clytia|LOC000854	Hydra|LOC100203063, Hydra|LOC101237907
OG0002305	Clytia|LOC000860	Hydra|LOC100215781, Hydra|LOC124810866
OG0002306	Clytia|LOC000983, Clytia|LOC001020	Hydra|LOC100199679
OG0002309	Clytia|LOC001194	Hydra|LOC100214065
OG0002310	Clytia|LOC001211	Hydra|LOC100203271, Hydra|LOC100199560
OG0002311	Clytia|LOC001215	Hydra|LOC100206782, Hydra|LOC100208673
OG0002312	Clytia|LOC001232	Hydra|LOC105845238
OG0002314	Clytia|LOC001303, Clytia|LOC001331	Hydra|LOC100210864
OG0002315	Clytia|LOC001327	Hydra|LOC100212713
OG0002316	Clytia|LOC001546	Hydra|LOC100205666
OG0002318	Clytia|LOC001716	Hydra|LOC124805808, Hydra|LOC124813707, Hydra|LOC105849538
OG0002320	Clytia|LOC001909	Hydra|LOC100205272, Hydra|LOC100207973
OG0002322	Clytia|LOC002088	Hydra|LOC100205887
OG0002323	Clytia|LOC002204, Clytia|LOC005485, Clytia|LOC041436	Hydra|LOC101241070
OG0002324	Clytia|LOC002277, Clytia|LOC002276	Hydra|LOC100197784
OG0002325	Clytia|LOC027395, Clytia|LOC014811, Clytia|LOC002362	Hydra|LOC100202524
OG0002327	Clytia|LOC002477	Hydra|LOC100212716
OG0002328	Clytia|LOC002528	Hydra|LOC100207959, Hydra|LOC100202650
OG0002331	Clytia|LOC002685	Hydra|LOC100215942
OG0002332	Clytia|LOC002756	Hydra|LOC100200144
OG0002333	Clytia|LOC002786, Clytia|LOC002760, Clytia|LOC023087	Hydra|LOC100206683
OG0002335	Clytia|LOC002794	Hydra|LOC101235215
OG0002336	Clytia|LOC005570, Clytia|LOC002813	Hydra|LOC101237567, Hydra|LOC100208556
OG0002337	Clytia|LOC002829	Hydra|LOC100209155
OG0002338	Clytia|LOC002927	Hydra|LOC100199288, Hydra|LOC100200496
OG0002339	Clytia|LOC002954	Hydra|LOC100214033
OG0002340	Clytia|LOC003026	Hydra|LOC100208232
OG0002341	Clytia|LOC003089, Clytia|LOC003088	Hydra|LOC100197675
OG0002343	Clytia|LOC003333	Hydra|LOC100205574, Hydra|LOC105843936, Hydra|LOC101239852
OG0002344	Clytia|LOC003373, Clytia|LOC007420, Clytia|LOC007421	nfkb1
OG0002345	Clytia|LOC003424	Hydra|LOC100214327, Hydra|LOC100213283
OG0002346	Clytia|LOC003457, Clytia|LOC003440, Clytia|LOC003458	Hydra|LOC100203771
OG0002347	Clytia|LOC003568, Clytia|LOC003569, Clytia|LOC003567	Hydra|LOC100203209, Hydra|LOC100197948
OG0002348	Clytia|LOC003594	Hydra|LOC101236416
OG0002349	Clytia|LOC006276	Hydra|LOC105843221
OG0002350	Clytia|LOC003702, Clytia|LOC012843	Hydra|LOC105847934
OG0002351	Clytia|LOC003737	Hydra|LOC100201507
OG0002351	Clytia|LOC030543	Hydra|LOC124806922, Hydra|LOC101235672
OG0002352	Clytia|LOC003773, Clytia|LOC003789	Hydra|LOC100211463
OG0002353	Clytia|LOC003809, Clytia|LOC003784	Hydra|LOC100203085
OG0002354	Clytia|LOC012105	Hydra|LOC100198991
OG0002357	Clytia|LOC003894, Clytia|LOC003895	Hydra|LOC100199141
OG0002360	Clytia|LOC004102	Hydra|LOC100200089, Hydra|LOC100192251, Hydra|LOC100192252
OG0002361	Clytia|LOC004108	Hydra|LOC100200510
OG0002362	Clytia|LOC028267, Clytia|LOC004210	Hydra|LOC100204991
OG0002364	Clytia|LOC004283	Hydra|LOC100204586, Hydra|LOC100200077, Hydra|LOC100215369
OG0002365	Clytia|LOC004481, Clytia|LOC004457	Hydra|LOC100213938
OG0002366	Clytia|LOC029226, Clytia|LOC029197, Clytia|LOC029198, Clytia|LOC004512	Hydra|LOC100209799, Hydra|LOC101235372, Hydra|LOC105847877
OG0002367	Clytia|LOC004594	Hydra|LOC100213654
OG0002368	Clytia|LOC004600	Hydra|LOC100203910, Hydra|LOC100203950, Hydra|LOC101236772
OG0002370	Clytia|LOC015581, Clytia|LOC004628, Clytia|LOC039171	Hydra|LOC100198425
OG0002371	Clytia|LOC030074, Clytia|LOC004728	Hydra|LOC100213564
OG0002373	Clytia|LOC004785	Hydra|LOC100211523
OG0002373	Clytia|LOC030971	Hydra|LOC100210863
OG0002375	Clytia|LOC045116, Clytia|LOC004836	Hydra|LOC100198969
OG0002376	Clytia|LOC004892	Hydra|LOC101238717, Hydra|LOC101238541
OG0002377	Clytia|LOC004904, Clytia|LOC037808	Hydra|LOC100198475
OG0002381	Clytia|LOC005090, Clytia|LOC012175, Clytia|LOC012190	Hydra|LOC100199564
OG0002383	Clytia|LOC005129, Clytia|LOC005110	Hydra|LOC100200006
OG0002384	Clytia|LOC005128	Hydra|LOC100200357
OG0002385	Clytia|LOC005157, Clytia|LOC005180	Hydra|LOC101235315
OG0002386	Clytia|LOC005253	Hydra|LOC100206381
OG0002387	Clytia|LOC005302	Hydra|LOC100200027
OG0002390	Clytia|LOC005425	Hydra|LOC100198741
OG0002391	Clytia|LOC005489, Clytia|LOC005488, Clytia|LOC005505	Hydra|LOC100199505
OG0002393	Clytia|LOC005565, Clytia|LOC040363	Hydra|LOC100201375, Hydra|LOC124818555
