Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_HydractiniaProteins
OG0000522	Clytia|LOC041976, Clytia|LOC007029, Clytia|LOC006965, Clytia|LOC018539, Clytia|LOC037365	Hydractinia|LOC130613622
OG0000523	Clytia|LOC021337, Clytia|LOC022486, Clytia|LOC010589, Clytia|LOC017020, Clytia|LOC026227, Clytia|LOC031496, Clytia|LOC040964, Clytia|LOC018534, Clytia|LOC016669, Clytia|LOC007011, Clytia|LOC018929, Clytia|LOC018650, Clytia|LOC023483, Clytia|LOC022626	Hydractinia|LOC130657784, Hydractinia|LOC130629848, Hydractinia|LOC130645393, Hydractinia|LOC130653768
OG0000524	Clytia|LOC007699	Hydractinia|LOC130647430, Hydractinia|LOC130646920
OG0000524	Clytia|LOC042360	Hydractinia|LOC130648802, Hydractinia|LOC130648803, Hydractinia|LOC130648804, Hydractinia|LOC130648458, Hydractinia|LOC130649494, Hydractinia|LOC130649052, Hydractinia|LOC130648584, Hydractinia|LOC130649226
OG0000527	Clytia|LOC008961, Clytia|LOC017426	Hydractinia|LOC130642327, Hydractinia|LOC130641845
OG0000528	Clytia|LOC010811	Hydractinia|LOC130613250
OG0000529	Clytia|LOC027437, Clytia|LOC012413	Hydractinia|LOC130642077
OG0000529	Clytia|LOC045226, Clytia|LOC045227	Hydractinia|LOC130614248, Hydractinia|LOC130614333
OG0000530	Clytia|LOC033000, Clytia|LOC026093, Clytia|LOC016557, Clytia|LOC024563, Clytia|LOC045356, Clytia|LOC045355, Clytia|LOC022030, Clytia|LOC019077, Clytia|LOC018907, Clytia|LOC019193, Clytia|LOC013476, Clytia|LOC022324, Clytia|LOC016368, Clytia|LOC016373, Clytia|LOC024831, Clytia|LOC042818, Clytia|LOC019246	Hydractinia|LOC130646667
OG0000531	Clytia|LOC013531	Hydractinia|LOC130613912
OG0000532	Clytia|LOC015765	Hydractinia|LOC130625359
OG0000533	Clytia|LOC045646, Clytia|LOC035512, Clytia|LOC020879	Hydractinia|LOC130648550, Hydractinia|LOC130642165, Hydractinia|LOC130648212, Hydractinia|LOC130640807, Hydractinia|LOC130649381, Hydractinia|LOC130641587, Hydractinia|LOC130648789, Hydractinia|LOC130625077, Hydractinia|LOC130621323
OG0000535	Clytia|LOC024622	Hydractinia|LOC130625380, Hydractinia|LOC130625517, Hydractinia|LOC130662674, Hydractinia|LOC130639715, Hydractinia|LOC130636186, Hydractinia|LOC130649059, Hydractinia|LOC130629703, Hydractinia|LOC130645964, Hydractinia|LOC130630497, Hydractinia|LOC130623738, Hydractinia|LOC130629159, Hydractinia|LOC130649632
OG0000536	Clytia|LOC032026	Hydractinia|LOC130625025, Hydractinia|LOC130624932, Hydractinia|LOC130649436, Hydractinia|LOC130641699, Hydractinia|LOC130638248, Hydractinia|LOC130617906, Hydractinia|LOC130629394, Hydractinia|LOC130628552
OG0000537	Clytia|LOC035633, Clytia|LOC039041	Hydractinia|LOC130613813
OG0000538	Clytia|LOC037279	Hydractinia|LOC130645132
OG0000539	Clytia|LOC040998	Hydractinia|LOC130636852, Hydractinia|LOC130612175
OG0000539	Clytia|LOC044552	Hydractinia|LOC130645969, Hydractinia|LOC130644863, Hydractinia|LOC130644862, Hydractinia|LOC130645897, Hydractinia|LOC130646329, Hydractinia|LOC130646328
OG0000540	Clytia|LOC039574	Hydractinia|LOC130625040, Hydractinia|LOC130613709, Hydractinia|LOC130648471, Hydractinia|LOC130630458, Hydractinia|LOC130648885, Hydractinia|LOC130657813, Hydractinia|LOC130628556, Hydractinia|LOC130647419, Hydractinia|LOC130625039, Hydractinia|LOC130628741, Hydractinia|LOC130622504, Hydractinia|LOC130612505
OG0000562	Clytia|LOC040914, Clytia|LOC000065, Clytia|LOC009603, Clytia|LOC003208	Hydractinia|LOC130647062
OG0000563	Clytia|LOC000129	Hydractinia|LOC130647141
OG0000564	Clytia|LOC000974	Hydractinia|LOC130625222, Hydractinia|LOC130654195
OG0000564	Clytia|LOC040523, Clytia|LOC015146	Hydractinia|LOC130655774
OG0000566	Clytia|LOC004019, Clytia|LOC029968, Clytia|LOC001056, Clytia|LOC014015, Clytia|LOC012867, Clytia|LOC036649, Clytia|LOC017434, Clytia|LOC045106, Clytia|LOC034140, Clytia|LOC010083, Clytia|LOC035410, Clytia|LOC045108, Clytia|LOC045109, Clytia|LOC035383	Hydractinia|LOC130642217, Hydractinia|LOC130629790, Hydractinia|LOC130624025
OG0000568	Clytia|LOC001897, Clytia|LOC003587, Clytia|LOC012293, Clytia|LOC028105, Clytia|LOC044632	Hydractinia|LOC130636234, Hydractinia|LOC130613244, Hydractinia|LOC130646070, Hydractinia|LOC130621428
OG0000569	Clytia|LOC002113	Hydractinia|LOC130644830
OG0000569	Clytia|LOC038677	Hydractinia|LOC130622606
OG0000570	Clytia|LOC038154	Hydractinia|LOC130648416
OG0000570	Clytia|LOC002254	Hydractinia|LOC130653931
OG0000570	Clytia|LOC008612	Hydractinia|LOC130641858
OG0000571	Clytia|LOC034665, Clytia|LOC002392	Hydractinia|LOC130631049, Hydractinia|LOC130647954, Hydractinia|LOC130646997, Hydractinia|LOC130646996, Hydractinia|LOC130612847
OG0000573	Clytia|LOC022000, Clytia|LOC007280, Clytia|LOC002454, Clytia|LOC040777, Clytia|LOC040776, Clytia|LOC043703, Clytia|LOC007041, Clytia|LOC022789, Clytia|LOC024379, Clytia|LOC031996, Clytia|LOC027627, Clytia|LOC037149, Clytia|LOC026027, Clytia|LOC008368, Clytia|LOC042629	Hydractinia|LOC130625781, Hydractinia|LOC130625605
OG0000574	Clytia|LOC031903, Clytia|LOC002853, Clytia|LOC005298, Clytia|LOC041385	Hydractinia|LOC130613099, Hydractinia|LOC130612696
OG0000575	Clytia|LOC043112	Hydractinia|LOC130647002
OG0000575	Clytia|LOC010182	Hydractinia|LOC130646924
OG0000575	Clytia|LOC002896, Clytia|LOC002895	Hydractinia|LOC130622402, Hydractinia|LOC130621439
OG0000576	Clytia|LOC024053, Clytia|LOC043924, Clytia|LOC024056, Clytia|LOC039326, Clytia|LOC033407, Clytia|LOC034564, Clytia|LOC011891, Clytia|LOC003235, Clytia|LOC024055, Clytia|LOC037685, Clytia|LOC033408, Clytia|LOC022055, Clytia|LOC018213, Clytia|LOC003243, Clytia|LOC039731, Clytia|LOC022054	Hydractinia|LOC130649143
OG0000577	Clytia|LOC003722	Hydractinia|LOC130628971
OG0000577	Clytia|LOC010376	Hydractinia|LOC130613339
OG0000577	Clytia|LOC004099	Hydractinia|LOC130613286, Hydractinia|LOC130612737
OG0000578	Clytia|LOC010924, Clytia|LOC014913, Clytia|LOC010925, Clytia|LOC003830, Clytia|LOC012067	Hydractinia|LOC130662648, Hydractinia|LOC130613048, Hydractinia|LOC130662326, Hydractinia|LOC130656849, Hydractinia|LOC130612730, Hydractinia|LOC130612851, Hydractinia|LOC130612414, Hydractinia|LOC130612415, Hydractinia|LOC130612413, Hydractinia|LOC130642133, Hydractinia|LOC130642234
OG0000583	Clytia|LOC040774, Clytia|LOC040176	Hydractinia|LOC130622119, Hydractinia|LOC130628567
OG0000583	Clytia|LOC008923, Clytia|LOC008934, Clytia|LOC008937, Clytia|LOC008933	Hydractinia|LOC130657825
OG0000585	Clytia|LOC038649, Clytia|LOC013578	Hydractinia|LOC130621828
OG0000586	Clytia|LOC038626	Hydractinia|LOC130630486, Hydractinia|LOC130621909
OG0000586	Clytia|LOC013985	Hydractinia|LOC130655046
OG0000586	Clytia|LOC014082	Hydractinia|LOC130630403
OG0000588	Clytia|LOC031823	Hydractinia|LOC130642331, Hydractinia|LOC130613032
OG0000588	Clytia|LOC025016	Hydractinia|LOC130648956
OG0000588	Clytia|LOC022183, Clytia|LOC016522	Hydractinia|LOC130641864, Hydractinia|LOC130647841
OG0000589	Clytia|LOC039177, Clytia|LOC039176	Hydractinia|LOC130657057
OG0000589	Clytia|LOC020572, Clytia|LOC017444, Clytia|LOC017445	Hydractinia|LOC130612984
OG0000590	Clytia|LOC017674	Hydractinia|LOC130624089, Hydractinia|LOC130624087
OG0000590	Clytia|LOC030982	Hydractinia|LOC130630615, Hydractinia|LOC130630058, Hydractinia|LOC130630655
OG0000591	Clytia|LOC018033	Hydractinia|LOC130649299
OG0000592	Clytia|LOC018370	Hydractinia|LOC130655245, Hydractinia|LOC130648990
OG0000593	Clytia|LOC019170, Clytia|LOC019840	Hydractinia|LOC130614110, Hydractinia|LOC130648538, Hydractinia|LOC130649131, Hydractinia|LOC130648887
OG0000594	Clytia|LOC041055	Hydractinia|LOC130656406, Hydractinia|LOC130630534, Hydractinia|LOC130630532, Hydractinia|LOC130630533, Hydractinia|LOC130656375, Hydractinia|LOC130626798, Hydractinia|LOC130636763, Hydractinia|LOC130635567
OG0000595	Clytia|LOC044070	Hydractinia|LOC130621921, Hydractinia|LOC130621922
OG0000596	Clytia|LOC044376, Clytia|LOC044374	Hydractinia|LOC130644311
OG0000624	Clytia|LOC009604, Clytia|LOC009607	Hydractinia|LOC130648043
OG0000624	Clytia|LOC031445	Hydractinia|LOC130647454
OG0000628	Clytia|LOC010704, Clytia|LOC010719, Clytia|LOC000774	Hydractinia|LOC130644576, Hydractinia|LOC130644577, Hydractinia|LOC130644575
OG0000628	Clytia|LOC044287	Hydractinia|LOC130623631
OG0000628	Clytia|LOC019036	Hydractinia|LOC130644932
OG0000629	Clytia|LOC040669	Hydractinia|LOC130636691
OG0000629	Clytia|LOC045297, Clytia|LOC045254	Hydractinia|LOC130614506, Hydractinia|LOC130614507, Hydractinia|LOC130613689
OG0000629	Clytia|LOC001119	Hydractinia|LOC130613685
OG0000629	Clytia|LOC035562, Clytia|LOC035561, Clytia|LOC035566	Hydractinia|LOC130614642
OG0000631	Clytia|LOC012381	Hydractinia|LOC130640888
OG0000631	Clytia|LOC037566	Hydractinia|LOC130612260, Hydractinia|LOC130642103
OG0000631	Clytia|LOC001548	Hydractinia|LOC130640934
OG0000632	Clytia|LOC030137, Clytia|LOC042437, Clytia|LOC002413	Hydractinia|LOC130648260, Hydractinia|LOC130629306, Hydractinia|LOC130628783, Hydractinia|LOC130628624, Hydractinia|LOC130647195, Hydractinia|LOC130648152, Hydractinia|LOC130648261, Hydractinia|LOC130648133, Hydractinia|LOC130648156, Hydractinia|LOC130628708, Hydractinia|LOC130614470
OG0000633	Clytia|LOC002629	Hydractinia|LOC130644675, Hydractinia|LOC130644674, Hydractinia|LOC130644636
OG0000633	Clytia|LOC010551	Hydractinia|LOC130655102
OG0000635	Clytia|LOC020076, Clytia|LOC039577, Clytia|LOC021675, Clytia|LOC021497, Clytia|LOC005226, Clytia|LOC003493, Clytia|LOC020740, Clytia|LOC024562, Clytia|LOC007066, Clytia|LOC031362, Clytia|LOC013679, Clytia|LOC006409, Clytia|LOC025233, Clytia|LOC027397	Hydractinia|LOC130642393
OG0000637	Clytia|LOC034505	Hydractinia|LOC130655255
OG0000637	Clytia|LOC003589, Clytia|LOC003562	Hydractinia|LOC130640993
OG0000637	Clytia|LOC034531	Hydractinia|LOC130655258
OG0000638	Clytia|LOC031832	Hydractinia|LOC130641387
OG0000638	Clytia|LOC005863	Hydractinia|LOC130628970
OG0000638	Clytia|LOC003741	Hydractinia|LOC130621200
OG0000642	Clytia|LOC010850, Clytia|LOC042412, Clytia|LOC011745, Clytia|LOC029786, Clytia|LOC027516, Clytia|LOC005255, Clytia|LOC011747, Clytia|LOC011399, Clytia|LOC011746, Clytia|LOC042413, Clytia|LOC011392, Clytia|LOC010851, Clytia|LOC042411, Clytia|LOC042530	Hydractinia|LOC130632586
OG0000643	Clytia|LOC030904	Hydractinia|LOC130622468
OG0000643	Clytia|LOC044761	Hydractinia|LOC130623462
OG0000643	Clytia|LOC007432	Hydractinia|LOC130628844
OG0000646	Clytia|LOC007859, Clytia|LOC037629	Hydractinia|LOC130635950, Hydractinia|LOC130635438
OG0000646	Clytia|LOC018166, Clytia|LOC018161	Hydractinia|LOC130635436, Hydractinia|LOC130635437
OG0000647	Clytia|LOC007976	Hydractinia|LOC130655970, Hydractinia|LOC130655971, Hydractinia|LOC130623838, Hydractinia|LOC130635667
OG0000648	Clytia|LOC033025, Clytia|LOC008220	Hydractinia|LOC130656312
OG0000649	Clytia|LOC008630	Hydractinia|LOC130641127, Hydractinia|LOC130640751, Hydractinia|LOC130641937, Hydractinia|LOC130623909, Hydractinia|LOC130644363, Hydractinia|LOC130644364
OG0000650	Clytia|LOC008709	Hydractinia|LOC130648894
OG0000650	Clytia|LOC031574	Hydractinia|LOC130648876, Hydractinia|LOC130649121
OG0000651	Clytia|LOC023431, Clytia|LOC018210, Clytia|LOC026931, Clytia|LOC009503, Clytia|LOC030449, Clytia|LOC021288	Hydractinia|LOC130649486, Hydractinia|LOC130662637, Hydractinia|LOC130624023, Hydractinia|LOC130642198, Hydractinia|LOC130625215, Hydractinia|LOC130624342, Hydractinia|LOC130623944
OG0000651	Clytia|LOC016777	Hydractinia|LOC130612719, Hydractinia|LOC130656233
OG0000653	Clytia|LOC012308	Hydractinia|LOC130645184
OG0000653	Clytia|LOC014167	Hydractinia|LOC130644785
OG0000653	Clytia|LOC033057, Clytia|LOC033088	Hydractinia|LOC130645391
OG0000654	Clytia|LOC013100	Hydractinia|LOC130653835
OG0000654	Clytia|LOC045849	Hydractinia|LOC130613446, Hydractinia|LOC130613842
OG0000655	Clytia|LOC014136	Hydractinia|LOC130649328, Hydractinia|LOC130649183, Hydractinia|LOC130654363
OG0000656	Clytia|LOC015037, Clytia|LOC025429, Clytia|LOC014140	Hydractinia|LOC130613438, Hydractinia|LOC130613441, Hydractinia|LOC130613439, Hydractinia|LOC130614490, Hydractinia|LOC130614269, Hydractinia|LOC130614271
OG0000658	Clytia|LOC039959, Clytia|LOC031995, Clytia|LOC039961, Clytia|LOC027138, Clytia|LOC041778, Clytia|LOC017540, Clytia|LOC039829, Clytia|LOC020673, Clytia|LOC044892, Clytia|LOC029532, Clytia|LOC016939	Hydractinia|LOC130649165
OG0000659	Clytia|LOC032206, Clytia|LOC024898, Clytia|LOC025544, Clytia|LOC018597	Hydractinia|LOC130648280, Hydractinia|LOC130650523, Hydractinia|LOC130645336, Hydractinia|LOC130612918, Hydractinia|LOC130647999, Hydractinia|LOC130623253, Hydractinia|LOC130657806, Hydractinia|LOC130648100, Hydractinia|LOC130656700, Hydractinia|LOC130648000
OG0000660	Clytia|LOC020852, Clytia|LOC020915	Hydractinia|LOC130641267, Hydractinia|LOC130662821, Hydractinia|LOC130612881, Hydractinia|LOC130625558, Hydractinia|LOC130641199, Hydractinia|LOC130662819
OG0000663	Clytia|LOC030240	Hydractinia|LOC130657392
OG0000664	Clytia|LOC039541	Hydractinia|LOC130644620
OG0000664	Clytia|LOC032698	Hydractinia|LOC130645444
OG0000665	Clytia|LOC033742	Hydractinia|LOC130612455, Hydractinia|LOC130629170, Hydractinia|LOC130629429, Hydractinia|LOC130629716, Hydractinia|LOC130628854, Hydractinia|LOC130628521, Hydractinia|LOC130629704, Hydractinia|LOC130629390, Hydractinia|LOC130612822, Hydractinia|LOC130629393, Hydractinia|LOC130629694, Hydractinia|LOC130612448
OG0000666	Clytia|LOC034542	Hydractinia|LOC130654101, Hydractinia|LOC130624976, Hydractinia|LOC130654737, Hydractinia|LOC130629036, Hydractinia|LOC130654352, Hydractinia|LOC130655408, Hydractinia|LOC130627045, Hydractinia|LOC130654485, Hydractinia|LOC130654484, Hydractinia|LOC130653898, Hydractinia|LOC130654909, Hydractinia|LOC130655091, Hydractinia|LOC130654840, Hydractinia|LOC130654839, Hydractinia|LOC130654841
OG0000667	Clytia|LOC034588	Hydractinia|LOC130630468, Hydractinia|LOC130641559, Hydractinia|LOC130647158, Hydractinia|LOC130644384, Hydractinia|LOC130641730, Hydractinia|LOC130629391, Hydractinia|LOC130630265, Hydractinia|LOC130629596, Hydractinia|LOC130630493, Hydractinia|LOC130657458, Hydractinia|LOC130638366, Hydractinia|LOC130612677, Hydractinia|LOC130640974, Hydractinia|LOC130638334, Hydractinia|LOC130640841
OG0000668	Clytia|LOC042885	Hydractinia|LOC130654341
OG0000668	Clytia|LOC043533	Hydractinia|LOC130644559
OG0000698	Clytia|LOC014711, Clytia|LOC025609, Clytia|LOC034055, Clytia|LOC004893, Clytia|LOC004942, Clytia|LOC004941, Clytia|LOC006794, Clytia|LOC000167, Clytia|LOC025610, Clytia|LOC032900, Clytia|LOC001667, Clytia|LOC005279, Clytia|LOC014712, Clytia|LOC043114	Hydractinia|LOC130662859
OG0000699	Clytia|LOC013701, Clytia|LOC019452	Hydractinia|LOC130614767
OG0000699	Clytia|LOC009237	Hydractinia|LOC130613950
OG0000700	Clytia|LOC041422	Hydractinia|LOC130625624
OG0000701	Clytia|LOC009066	Hydractinia|LOC130645070
OG0000701	Clytia|LOC009065	Hydractinia|LOC130613196, Hydractinia|LOC130613195
OG0000702	Clytia|LOC004887	Hydractinia|LOC130644700
OG0000702	Clytia|LOC008388	Hydractinia|LOC130649597
OG0000702	Clytia|LOC002189	Hydractinia|LOC130649525
OG0000703	Clytia|LOC020543, Clytia|LOC033821, Clytia|LOC034170, Clytia|LOC002518, Clytia|LOC024688, Clytia|LOC034163, Clytia|LOC035700, Clytia|LOC007537, Clytia|LOC002482, Clytia|LOC013015	Hydractinia|LOC130648786, Hydractinia|LOC130641335
OG0000704	Clytia|LOC003043	Hydractinia|LOC130625795, Hydractinia|LOC130626055, Hydractinia|LOC130626000, Hydractinia|LOC130625853, Hydractinia|LOC130625582, Hydractinia|LOC130625717, Hydractinia|LOC130625910, Hydractinia|LOC130625899, Hydractinia|LOC130625836, Hydractinia|LOC130625835, Hydractinia|LOC130624931, Hydractinia|LOC130624934, Hydractinia|LOC130624936, Hydractinia|LOC130625201
OG0000705	Clytia|LOC041239, Clytia|LOC026643, Clytia|LOC026642	Hydractinia|LOC130655267, Hydractinia|LOC130655268, Hydractinia|LOC130655266
OG0000705	Clytia|LOC004302	Hydractinia|LOC130655269
OG0000706	Clytia|LOC004576	Hydractinia|LOC130645736
OG0000706	Clytia|LOC004599	Hydractinia|LOC130645735
OG0000706	Clytia|LOC007196	Hydractinia|LOC130645054
OG0000706	Clytia|LOC019602	Hydractinia|LOC130645241
OG0000707	Clytia|LOC004604, Clytia|LOC028638	Hydractinia|LOC130644591, Hydractinia|LOC130646265
OG0000709	Clytia|LOC005374, Clytia|LOC005375	Hydractinia|LOC130647089
OG0000709	Clytia|LOC043195	Hydractinia|LOC130647989, Hydractinia|LOC130649830
OG0000710	Clytia|LOC034626	Hydractinia|LOC130623968, Hydractinia|LOC130623971
OG0000711	Clytia|LOC021493, Clytia|LOC043259	Hydractinia|LOC130644702, Hydractinia|LOC130644584
OG0000711	Clytia|LOC008575	Hydractinia|LOC130648756
OG0000715	Clytia|LOC024753, Clytia|LOC009879, Clytia|LOC016570	Hydractinia|LOC130645925, Hydractinia|LOC130625742
OG0000716	Clytia|LOC010708	Hydractinia|LOC130645256, Hydractinia|LOC130646060
OG0000716	Clytia|LOC011428, Clytia|LOC010522, Clytia|LOC028463	Hydractinia|LOC130625969, Hydractinia|LOC130630413
OG0000717	Clytia|LOC010718	Hydractinia|LOC130627674, Hydractinia|LOC130630284
OG0000720	Clytia|LOC011769	Hydractinia|LOC130655891
OG0000721	Clytia|LOC012086	Hydractinia|LOC130644832, Hydractinia|LOC130644836, Hydractinia|LOC130645506, Hydractinia|LOC130644834, Hydractinia|LOC130645771
OG0000722	Clytia|LOC012401, Clytia|LOC012402	Hydractinia|LOC130640985
OG0000722	Clytia|LOC012399	Hydractinia|LOC130640984
OG0000722	Clytia|LOC014294	Hydractinia|LOC130647630
OG0000723	Clytia|LOC030851	Hydractinia|LOC130628768, Hydractinia|LOC130629167, Hydractinia|LOC130622880
OG0000723	Clytia|LOC018182, Clytia|LOC018181	Hydractinia|LOC130621946, Hydractinia|LOC130621944, Hydractinia|LOC130621945
OG0000723	Clytia|LOC012729, Clytia|LOC012730	Hydractinia|LOC130621948
OG0000724	Clytia|LOC012911, Clytia|LOC018086	Hydractinia|LOC130640717, Hydractinia|LOC130641098, Hydractinia|LOC130649193, Hydractinia|LOC130640969
OG0000724	Clytia|LOC035860	Hydractinia|LOC130645044
OG0000725	Clytia|LOC014657	Hydractinia|LOC130647578, Hydractinia|LOC130641729, Hydractinia|LOC130644745, Hydractinia|LOC130656866, Hydractinia|LOC130633871
OG0000726	Clytia|LOC015056	Hydractinia|LOC130645782, Hydractinia|LOC130628918, Hydractinia|LOC130623133
OG0000729	Clytia|LOC041550, Clytia|LOC028131, Clytia|LOC018428, Clytia|LOC043120, Clytia|LOC018064, Clytia|LOC018705, Clytia|LOC019159, Clytia|LOC034703, Clytia|LOC027709, Clytia|LOC019184, Clytia|LOC024564, Clytia|LOC018899, Clytia|LOC021547, Clytia|LOC028626	Hydractinia|LOC130624302
OG0000730	Clytia|LOC018712	Hydractinia|LOC130628679, Hydractinia|LOC130621642, Hydractinia|LOC130630047, Hydractinia|LOC130630075
OG0000731	Clytia|LOC019582, Clytia|LOC036035	Hydractinia|LOC130649977, Hydractinia|LOC130615418, Hydractinia|LOC130642091, Hydractinia|LOC130636858, Hydractinia|LOC130623951
OG0000732	Clytia|LOC023626, Clytia|LOC035957	Hydractinia|LOC130649581, Hydractinia|LOC130649208, Hydractinia|LOC130646995, Hydractinia|LOC130656122, Hydractinia|LOC130622919, Hydractinia|LOC130636657, Hydractinia|LOC130623166, Hydractinia|LOC130657485, Hydractinia|LOC130630507, Hydractinia|LOC130635746, Hydractinia|LOC130637005, Hydractinia|LOC130612776, Hydractinia|LOC130636732
OG0000733	Clytia|LOC027903	Hydractinia|LOC130642326
OG0000733	Clytia|LOC032235	Hydractinia|LOC130657041
OG0000734	Clytia|LOC029415	Hydractinia|LOC130636879
OG0000734	Clytia|LOC037663	Hydractinia|LOC130636859, Hydractinia|LOC130636577
OG0000734	Clytia|LOC026731	Hydractinia|LOC130656402
OG0000735	Clytia|LOC033240	Hydractinia|LOC130655507
OG0000735	Clytia|LOC040730	Hydractinia|LOC130654987
OG0000735	Clytia|LOC040731	Hydractinia|LOC130654377
OG0000736	Clytia|LOC037982, Clytia|LOC045212	Hydractinia|LOC130655222, Hydractinia|LOC130614284, Hydractinia|LOC130614282, Hydractinia|LOC130614521, Hydractinia|LOC130613800
OG0000737	Clytia|LOC039363	Hydractinia|LOC130656062
OG0000772	Clytia|LOC004667, Clytia|LOC004668	Hydractinia|LOC130641315
OG0000772	Clytia|LOC000279	Hydractinia|LOC130640891
OG0000773	Clytia|LOC000330, Clytia|LOC001949, Clytia|LOC044354	Hydractinia|LOC130644926, Hydractinia|LOC130612295, Hydractinia|LOC130629845, Hydractinia|LOC130630496
OG0000774	Clytia|LOC043396	Hydractinia|LOC130649049
OG0000774	Clytia|LOC041612, Clytia|LOC037384, Clytia|LOC000941, Clytia|LOC030514	Hydractinia|LOC130631380
OG0000775	Clytia|LOC045272	Hydractinia|LOC130614494
OG0000775	Clytia|LOC006974	Hydractinia|LOC130614502
OG0000775	Clytia|LOC001081	Hydractinia|LOC130613924
OG0000776	Clytia|LOC031190, Clytia|LOC040286, Clytia|LOC034764, Clytia|LOC039660, Clytia|LOC002750, Clytia|LOC021184, Clytia|LOC011704, Clytia|LOC007224, Clytia|LOC001129, Clytia|LOC007736, Clytia|LOC008409, Clytia|LOC008408	Hydractinia|LOC130636374, Hydractinia|LOC130636452
OG0000777	Clytia|LOC042679	Hydractinia|LOC130626076
OG0000777	Clytia|LOC006328, Clytia|LOC001615	Hydractinia|LOC130624964
OG0000778	Clytia|LOC030751, Clytia|LOC001643	Hydractinia|LOC130625428
OG0000778	Clytia|LOC040602	Hydractinia|LOC130614535
OG0000779	Clytia|LOC010975	Hydractinia|LOC130613677
OG0000779	Clytia|LOC045269, Clytia|LOC001750	Hydractinia|LOC130654951
OG0000780	Clytia|LOC014393	Hydractinia|LOC130623584
OG0000780	Clytia|LOC002025	Hydractinia|LOC130623250
OG0000780	Clytia|LOC001986	Hydractinia|LOC130624111
OG0000785	Clytia|LOC033790, Clytia|LOC033794	Hydractinia|LOC130630477
OG0000785	Clytia|LOC003332	Hydractinia|LOC130628720
OG0000786	Clytia|LOC030539, Clytia|LOC012678, Clytia|LOC015307, Clytia|LOC022932, Clytia|LOC029038, Clytia|LOC019628, Clytia|LOC030540, Clytia|LOC022375, Clytia|LOC045546, Clytia|LOC026508, Clytia|LOC003507, Clytia|LOC041987	Hydractinia|LOC130654670
OG0000787	Clytia|LOC032651, Clytia|LOC042748	Hydractinia|LOC130625516
OG0000787	Clytia|LOC003724	Hydractinia|LOC130628823
OG0000788	Clytia|LOC043221	Hydractinia|LOC130623520
OG0000789	Clytia|LOC004885	Hydractinia|LOC130644697
OG0000790	Clytia|LOC004899	Hydractinia|LOC130646023
OG0000790	Clytia|LOC039100, Clytia|LOC039102	Hydractinia|LOC130645934
OG0000791	Clytia|LOC031034	Hydractinia|LOC130612091
OG0000791	Clytia|LOC004970	Hydractinia|LOC130662573, Hydractinia|LOC130657024, Hydractinia|LOC130657025
OG0000792	Clytia|LOC006731	Hydractinia|LOC130621889
OG0000792	Clytia|LOC005957	Hydractinia|LOC130622356
OG0000792	Clytia|LOC014833	Hydractinia|LOC130614376
OG0000794	Clytia|LOC044702, Clytia|LOC010070, Clytia|LOC029058, Clytia|LOC007188, Clytia|LOC041930, Clytia|LOC025900, Clytia|LOC029675, Clytia|LOC041922, Clytia|LOC010054, Clytia|LOC010055, Clytia|LOC010056, Clytia|LOC044695	Hydractinia|LOC130628564
OG0000796	Clytia|LOC017684	Hydractinia|LOC130645789
OG0000796	Clytia|LOC007792, Clytia|LOC018473	Hydractinia|LOC130623775
OG0000796	Clytia|LOC036387	Hydractinia|LOC130641369
OG0000796	Clytia|LOC011121	Hydractinia|LOC130641371
OG0000798	Clytia|LOC008663, Clytia|LOC008678	Hydractinia|LOC130641693, Hydractinia|LOC130644617
OG0000799	Clytia|LOC031424, Clytia|LOC008723	Hydractinia|LOC130648371, Hydractinia|LOC130649189, Hydractinia|LOC130648559, Hydractinia|LOC130648560
OG0000799	Clytia|LOC020341	Hydractinia|LOC130656134
OG0000800	Clytia|LOC025761, Clytia|LOC022345, Clytia|LOC028847, Clytia|LOC027144, Clytia|LOC032944, Clytia|LOC022344, Clytia|LOC026873, Clytia|LOC019835, Clytia|LOC040565, Clytia|LOC022346, Clytia|LOC022347, Clytia|LOC026238, Clytia|LOC008818	Hydractinia|LOC130623117
OG0000801	Clytia|LOC019544, Clytia|LOC019545, Clytia|LOC009013, Clytia|LOC022590, Clytia|LOC009014	Hydractinia|LOC130641171, Hydractinia|LOC130640793, Hydractinia|LOC130641170, Hydractinia|LOC130640792
OG0000802	Clytia|LOC009185, Clytia|LOC011705	Hydractinia|LOC130625461, Hydractinia|LOC130625462, Hydractinia|LOC130625824, Hydractinia|LOC130625956, Hydractinia|LOC130625532, Hydractinia|LOC130622934, Hydractinia|LOC130622974, Hydractinia|LOC130624027
OG0000804	Clytia|LOC013454, Clytia|LOC013452, Clytia|LOC010052, Clytia|LOC010040, Clytia|LOC010041	Hydractinia|LOC130640979, Hydractinia|LOC130636677, Hydractinia|LOC130636679
OG0000805	Clytia|LOC010799, Clytia|LOC036118, Clytia|LOC040927, Clytia|LOC017621	Hydractinia|LOC130613563, Hydractinia|LOC130645772, Hydractinia|LOC130656470, Hydractinia|LOC130626009, Hydractinia|LOC130625161, Hydractinia|LOC130625171, Hydractinia|LOC130656471, Hydractinia|LOC130646033
OG0000806	Clytia|LOC039127	Hydractinia|LOC130645953, Hydractinia|LOC130645954
OG0000806	Clytia|LOC040575	Hydractinia|LOC130648993
