Orthogroup	longest_isoform_XeniaProteins	longest_isoform_ClytiaProteins
OG0002099	Xenia|LOC124446015, Xenia|LOC124445442	Clytia|LOC029792
OG0002100	Xenia|LOC124454254, Xenia|LOC124439460, Xenia|LOC124436298, Xenia|LOC124439986, Xenia|LOC124442720, Xenia|LOC124449640	Clytia|LOC029988
OG0002101	Xenia|LOC124434659	Clytia|LOC030085, Clytia|LOC045810, Clytia|LOC030101
OG0002103	Xenia|LOC124444489, Xenia|LOC124444407	Clytia|LOC030732
OG0002105	Xenia|LOC124447415	Clytia|LOC030931
OG0002106	Xenia|LOC124456534, Xenia|LOC124456544, Xenia|LOC124446235	Clytia|LOC039723, Clytia|LOC031075
OG0002107	Xenia|LOC124453348	Clytia|LOC031212, Clytia|LOC031216
OG0002108	Xenia|LOC124452553, Xenia|LOC124452552	Clytia|LOC031255
OG0002110	Xenia|LOC124439707	Clytia|LOC041830, Clytia|LOC041832
OG0002113	Xenia|LOC124449819, Xenia|LOC124449807	Clytia|LOC032563, Clytia|LOC032581
OG0002114	Xenia|LOC124447281	Clytia|LOC032992
OG0002116	Xenia|LOC124453108	Clytia|LOC033557
OG0002117	Xenia|LOC124453321, Xenia|LOC124452604	Clytia|LOC033569
OG0002119	Xenia|LOC124445758	Clytia|LOC033751, Clytia|LOC040174, Clytia|LOC033752, Clytia|LOC033750
OG0002120	Xenia|LOC124436491	Clytia|LOC033838
OG0002121	Xenia|LOC124439377, Xenia|LOC124439506	Clytia|LOC034870, Clytia|LOC034926, Clytia|LOC034925
OG0002124	Xenia|LOC124449838	Clytia|LOC035544
OG0002125	Xenia|LOC124450135	Clytia|LOC035833, Clytia|LOC035869
OG0002126	Xenia|LOC124455380	Clytia|LOC036014
OG0002127	Xenia|LOC124453417	Clytia|LOC043460
OG0002127	Xenia|LOC124453741	Clytia|LOC036895
OG0002128	Xenia|LOC124446588, Xenia|LOC124445600	Clytia|LOC037142, Clytia|LOC037160
OG0002129	Xenia|LOC124450299, Xenia|LOC124451635, Xenia|LOC124450300, Xenia|LOC124450295	Clytia|LOC037143
OG0002130	Xenia|LOC124441962	Clytia|LOC037415
OG0002131	Xenia|LOC124445594, Xenia|LOC124457848	Clytia|LOC037631
OG0002133	Xenia|LOC124453665	Clytia|LOC037992, Clytia|LOC037993
OG0002134	Xenia|LOC124441666	Clytia|LOC038013
OG0002135	Xenia|LOC124453989	Clytia|LOC038206, Clytia|LOC038186
OG0002136	Xenia|LOC124436104, Xenia|LOC124439445, Xenia|LOC124436103, Xenia|LOC124441377	Clytia|LOC038342
OG0002137	Xenia|LOC124440186	Clytia|LOC038543, Clytia|LOC038521
OG0002138	Xenia|LOC124441352	Clytia|LOC038632, Clytia|LOC038631
OG0002139	Xenia|LOC124434693	Clytia|LOC038929
OG0002140	Xenia|LOC124436123, Xenia|LOC124459062, Xenia|LOC124459056, Xenia|LOC124436348, Xenia|LOC124436299	Clytia|LOC038990
OG0002141	Xenia|LOC124438513, Xenia|LOC124438511	Clytia|LOC039002
OG0002142	Xenia|LOC124455361, Xenia|LOC124449259, Xenia|LOC124455372, Xenia|LOC124455373	Clytia|LOC039239
OG0002143	Xenia|LOC124445992, Xenia|LOC124434753	Clytia|LOC039392
OG0002144	Xenia|LOC124458162	Clytia|LOC039598, Clytia|LOC039592
OG0002145	Xenia|LOC124437148	Clytia|LOC040597, Clytia|LOC040598
OG0002146	Xenia|LOC124441342	Clytia|LOC040723
OG0002147	Xenia|LOC124445985	Clytia|LOC040938
OG0002149	Xenia|LOC124448629, Xenia|LOC124448249	Clytia|LOC041175
OG0002150	Xenia|LOC124449509	Clytia|LOC041303
OG0002153	Xenia|LOC124437660	Clytia|LOC041815
OG0002154	Xenia|LOC124459417	Clytia|LOC041945
OG0002155	Xenia|LOC124438549, Xenia|LOC124445561	Clytia|LOC042453
OG0002156	Xenia|LOC124457189, Xenia|LOC124434138	Clytia|LOC042545
OG0002157	Xenia|LOC124450384, Xenia|LOC124450388, Xenia|LOC124450386	Clytia|LOC042664, Clytia|LOC042701
OG0002158	Xenia|LOC124433861, Xenia|LOC124433866, Xenia|LOC124433879	Clytia|LOC042665
OG0002159	Xenia|LOC124439160, Xenia|LOC124452528	Clytia|LOC042739
OG0002160	Xenia|LOC124457500, Xenia|LOC124433805	Clytia|LOC042751
OG0002161	Xenia|LOC124442947, Xenia|LOC124442863	Clytia|LOC043150
OG0002162	Xenia|LOC124434836, Xenia|LOC124444329	Clytia|LOC043157
OG0002163	Xenia|LOC124446307	Clytia|LOC043721, Clytia|LOC043720
OG0002164	Xenia|LOC124455230, Xenia|LOC124455342, Xenia|LOC124438426	Clytia|LOC043906
OG0002166	Xenia|LOC124438054, Xenia|LOC124439357, Xenia|LOC124438053, Xenia|LOC124439360, Xenia|LOC124438059, Xenia|LOC124439359	Clytia|LOC044905
OG0002169	Xenia|LOC124456121	Clytia|LOC045748
OG0002169	Xenia|LOC124455231	Clytia|LOC045747
OG0002284	Xenia|LOC124451693	Clytia|LOC000067, Clytia|LOC000139
OG0002285	Xenia|LOC124446780	Clytia|LOC014617, Clytia|LOC000265, Clytia|LOC000259
OG0002288	Xenia|LOC124453356, Xenia|LOC124456107	Clytia|LOC000332
OG0002289	Xenia|LOC124443005, Xenia|LOC124443098	Clytia|LOC000346
OG0002293	Xenia|LOC124446671	Clytia|LOC000465
OG0002295	Xenia|LOC124434780	Clytia|LOC035219, Clytia|LOC000500
OG0002296	Xenia|LOC124446632	Clytia|LOC000650, Clytia|LOC000592, Clytia|LOC030003
OG0002297	Xenia|LOC124452594	Clytia|LOC000608, Clytia|LOC000671
OG0002298	Xenia|LOC124439204	Clytia|LOC030081, Clytia|LOC030066, Clytia|LOC000648
OG0002299	Xenia|LOC124441923	Clytia|LOC000721
OG0002304	Xenia|LOC124433758, Xenia|LOC124435673	Clytia|LOC000854
OG0002305	Xenia|LOC124443059	Clytia|LOC000860
OG0002306	Xenia|LOC124441192, Xenia|LOC124441191	Clytia|LOC000983, Clytia|LOC001020
OG0002309	Xenia|LOC124452662, Xenia|LOC124452661	Clytia|LOC001194
OG0002310	Xenia|LOC124447424	Clytia|LOC001211
OG0002311	Xenia|LOC124434881	Clytia|LOC001215
OG0002312	Xenia|LOC124447470	Clytia|LOC001232
OG0002314	Xenia|LOC124447933	Clytia|LOC001303, Clytia|LOC001331
OG0002316	Xenia|LOC124443898, Xenia|LOC124443900, Xenia|LOC124443901	Clytia|LOC001546
OG0002318	Xenia|LOC124437630	Clytia|LOC001716
OG0002320	Xenia|LOC124452581	Clytia|LOC001909
OG0002321	Xenia|LOC124439161, Xenia|LOC124438433, Xenia|LOC124440597, Xenia|LOC124453746	Clytia|LOC001930
OG0002322	Xenia|LOC124433265, Xenia|LOC124433264	Clytia|LOC002088
OG0002325	Xenia|LOC124452821	Clytia|LOC027395, Clytia|LOC014811, Clytia|LOC002362
OG0002327	Xenia|LOC124448292, Xenia|LOC124448435	Clytia|LOC002477
OG0002328	Xenia|LOC124457023	Clytia|LOC002528
OG0002331	Xenia|LOC124442459	Clytia|LOC002685
OG0002332	Xenia|LOC124456309, Xenia|LOC124448707	Clytia|LOC002756
OG0002333	Xenia|LOC124459562	Clytia|LOC002786, Clytia|LOC002760, Clytia|LOC023087
OG0002334	Xenia|LOC124439140	Clytia|LOC002770
OG0002335	Xenia|LOC124444139	Clytia|LOC002794
OG0002336	Xenia|LOC124439937	Clytia|LOC005570, Clytia|LOC002813
OG0002337	Xenia|LOC124440762	Clytia|LOC002829
OG0002338	Xenia|LOC124446253	Clytia|LOC002927
OG0002339	Xenia|LOC124446686, Xenia|LOC124446688	Clytia|LOC002954, Clytia|LOC002955
OG0002340	Xenia|LOC124434476, Xenia|LOC124434604, Xenia|LOC124434433	Clytia|LOC003026
OG0002341	Xenia|LOC124446792	Clytia|LOC003089, Clytia|LOC003088
OG0002343	Xenia|LOC124453764	Clytia|LOC003333
OG0002344	Xenia|LOC124453237	Clytia|LOC003373, Clytia|LOC007420, Clytia|LOC007421
OG0002345	Xenia|LOC124451875	Clytia|LOC003424
OG0002346	Xenia|LOC124438125	Clytia|LOC003457, Clytia|LOC003440, Clytia|LOC003458
OG0002348	Xenia|LOC124439315	Clytia|LOC003594
OG0002349	Xenia|LOC124433938	Clytia|LOC003608, Clytia|LOC006276
OG0002350	Xenia|LOC124433437	Clytia|LOC003702, Clytia|LOC012843
OG0002352	Xenia|LOC124454781	Clytia|LOC003773, Clytia|LOC003789
OG0002353	Xenia|LOC124439313	Clytia|LOC003809, Clytia|LOC003784
OG0002354	Xenia|LOC124439168	Clytia|LOC012105, Clytia|LOC003786
OG0002355	Xenia|LOC124439626, Xenia|LOC124439627	Clytia|LOC003807, Clytia|LOC029166
OG0002357	Xenia|LOC124446395	Clytia|LOC003894, Clytia|LOC003895
OG0002359	Xenia|LOC124434912	Clytia|LOC004007, Clytia|LOC004027
OG0002360	Xenia|LOC124446778	Clytia|LOC004102
OG0002361	Xenia|LOC124453991, Xenia|LOC124453993, Xenia|LOC124438715	Clytia|LOC004108
OG0002362	Xenia|LOC124437259, Xenia|LOC124436383	Clytia|LOC028267, Clytia|LOC004210
OG0002363	Xenia|LOC124436651	Clytia|LOC004222
OG0002364	Xenia|LOC124450988	Clytia|LOC004283
OG0002365	Xenia|LOC124446638, Xenia|LOC124445525	Clytia|LOC004481, Clytia|LOC004457
OG0002367	Xenia|LOC124435456	Clytia|LOC004594
OG0002368	Xenia|LOC124447048	Clytia|LOC004600
OG0002370	Xenia|LOC124442189	Clytia|LOC015581, Clytia|LOC004628, Clytia|LOC039171
OG0002371	Xenia|LOC124447235	Clytia|LOC030074, Clytia|LOC004728
OG0002374	Xenia|LOC124448634	Clytia|LOC004841, Clytia|LOC004802, Clytia|LOC015597
OG0002375	Xenia|LOC124446524	Clytia|LOC045116, Clytia|LOC004836
OG0002376	Xenia|LOC124441374	Clytia|LOC004892
OG0002377	Xenia|LOC124443116, Xenia|LOC124442758	Clytia|LOC004904, Clytia|LOC037808
OG0002378	Xenia|LOC124439380	Clytia|LOC005024
OG0002380	Xenia|LOC124436111	Clytia|LOC005080
OG0002383	Xenia|LOC124447620	Clytia|LOC005129, Clytia|LOC005110
OG0002384	Xenia|LOC124453908	Clytia|LOC005128
OG0002385	Xenia|LOC124459183, Xenia|LOC124441141	Clytia|LOC005157, Clytia|LOC005180
OG0002386	Xenia|LOC124435862, Xenia|LOC124436280, Xenia|LOC124437576	Clytia|LOC005253
OG0002387	Xenia|LOC124439666, Xenia|LOC124439664, Xenia|LOC124438654	Clytia|LOC005302
OG0002390	Xenia|LOC124446294	Clytia|LOC005425
OG0002391	Xenia|LOC124449444	Clytia|LOC005489, Clytia|LOC005488, Clytia|LOC005505
OG0002393	Xenia|LOC124450818	Clytia|LOC005565, Clytia|LOC040363
OG0002394	Xenia|LOC124436469, Xenia|LOC124436609	Clytia|LOC005606
OG0002395	Xenia|LOC124452735	Clytia|LOC005722, Clytia|LOC045424
OG0002401	Xenia|LOC124438438	Clytia|LOC005951, Clytia|LOC026075, Clytia|LOC005952
OG0002403	Xenia|LOC124443707	Clytia|LOC034914, Clytia|LOC006052, Clytia|LOC031139
OG0002405	Xenia|LOC124433363	Clytia|LOC006133, Clytia|LOC006121
OG0002406	Xenia|LOC124443175, Xenia|LOC124446554	Clytia|LOC006196
OG0002407	Xenia|LOC124435725	Clytia|LOC006270, Clytia|LOC006269, Clytia|LOC024777
OG0002408	Xenia|LOC124434408, Xenia|LOC124434478	Clytia|LOC006272
OG0002409	Xenia|LOC124457234	Clytia|LOC024692, Clytia|LOC006306, Clytia|LOC026229
OG0002410	Xenia|LOC124445067	Clytia|LOC006362, Clytia|LOC006363
OG0002412	Xenia|LOC124441235	Clytia|LOC021776, Clytia|LOC024997, Clytia|LOC006425
OG0002413	Xenia|LOC124436414, Xenia|LOC124435834, Xenia|LOC124436025	Clytia|LOC006465
OG0002414	Xenia|LOC124440585	Clytia|LOC012058, Clytia|LOC006546
OG0002415	Xenia|LOC124440485, Xenia|LOC124439743, Xenia|LOC124440483	Clytia|LOC006616
OG0002419	Xenia|LOC124445298	Clytia|LOC006719, Clytia|LOC030012, Clytia|LOC006745
OG0002420	Xenia|LOC124457330	Clytia|LOC026825, Clytia|LOC006771, Clytia|LOC006770
OG0002421	Xenia|LOC124434965	Clytia|LOC006803
OG0002422	Xenia|LOC124449017, Xenia|LOC124444922, Xenia|LOC124453802	Clytia|LOC006851
OG0002423	Xenia|LOC124445775	Clytia|LOC024043, Clytia|LOC006898, Clytia|LOC041357
OG0002424	Xenia|LOC124453811	Clytia|LOC006912
OG0002425	Xenia|LOC124437596	Clytia|LOC015417, Clytia|LOC006981, Clytia|LOC021917
OG0002426	Xenia|LOC124437654	Clytia|LOC006982, Clytia|LOC039011
OG0002427	Xenia|LOC124452442, Xenia|LOC124452517	Clytia|LOC037736, Clytia|LOC006988
OG0002428	Xenia|LOC124454283, Xenia|LOC124438922, Xenia|LOC124454966, Xenia|LOC124454116	Clytia|LOC007139
OG0002429	Xenia|LOC124455255, Xenia|LOC124440457	Clytia|LOC007279, Clytia|LOC007278
OG0002430	Xenia|LOC124438997	Clytia|LOC007319
OG0002431	Xenia|LOC124446956	Clytia|LOC007322
OG0002434	Xenia|LOC124433348	Clytia|LOC007384, Clytia|LOC007397
OG0002436	Xenia|LOC124453810	Clytia|LOC013846, Clytia|LOC011285, Clytia|LOC007431
OG0002437	Xenia|LOC124442688, Xenia|LOC124442689	Clytia|LOC007495
OG0002438	Xenia|LOC124453105, Xenia|LOC124453100	Clytia|LOC007582, Clytia|LOC007580
OG0002441	Xenia|LOC124438212	Clytia|LOC007641
OG0002442	Xenia|LOC124433322, Xenia|LOC124459125	Clytia|LOC007653, Clytia|LOC007673
OG0002443	Xenia|LOC124435440	Clytia|LOC007689, Clytia|LOC043292
OG0002445	Xenia|LOC124448377	Clytia|LOC007816, Clytia|LOC013643
OG0002446	Xenia|LOC124452954	Clytia|LOC007819
OG0002449	Xenia|LOC124444833	Clytia|LOC008008, Clytia|LOC008005, Clytia|LOC008007
OG0002450	Xenia|LOC124452760	Clytia|LOC008079, Clytia|LOC008060
OG0002452	Xenia|LOC124442495	Clytia|LOC008108
OG0002453	Xenia|LOC124442605	Clytia|LOC008110
OG0002455	Xenia|LOC124438025	Clytia|LOC008268
OG0002456	Xenia|LOC124457735	Clytia|LOC008281
OG0002458	Xenia|LOC124445633	Clytia|LOC008510, Clytia|LOC008503
OG0002459	Xenia|LOC124448625	Clytia|LOC008512
OG0002460	Xenia|LOC124434083	Clytia|LOC008514
OG0002464	Xenia|LOC124448403	Clytia|LOC008722
OG0002468	Xenia|LOC124444074, Xenia|LOC124444540	Clytia|LOC009000
OG0002471	Xenia|LOC124439149	Clytia|LOC009113, Clytia|LOC009114
OG0002475	Xenia|LOC124452864	Clytia|LOC009391, Clytia|LOC014497, Clytia|LOC014489
OG0002476	Xenia|LOC124435908	Clytia|LOC024031, Clytia|LOC044680, Clytia|LOC032110, Clytia|LOC009413
OG0002478	Xenia|LOC124447719	Clytia|LOC036269, Clytia|LOC009533, Clytia|LOC036251
OG0002480	Xenia|LOC124452646	Clytia|LOC009670
OG0002481	Xenia|LOC124445308	Clytia|LOC009761, Clytia|LOC009755
OG0002482	Xenia|LOC124438049, Xenia|LOC124439048	Clytia|LOC009763
OG0002484	Xenia|LOC124442448	Clytia|LOC009884, Clytia|LOC010183
OG0002487	Xenia|LOC124439544	Clytia|LOC009982, Clytia|LOC009983
OG0002489	Xenia|LOC124446817, Xenia|LOC124446548, Xenia|LOC124445445	Clytia|LOC014771, Clytia|LOC010116
OG0002490	Xenia|LOC124445857	Clytia|LOC010118
OG0002493	Xenia|LOC124451821	Clytia|LOC021560, Clytia|LOC010184, Clytia|LOC023616
OG0002494	Xenia|LOC124446620, Xenia|LOC124445522	Clytia|LOC010273
OG0002495	Xenia|LOC124441929	Clytia|LOC010326
OG0002496	Xenia|LOC124454163, Xenia|LOC124454728, Xenia|LOC124454084	Clytia|LOC010332
OG0002497	Xenia|LOC124439312, Xenia|LOC124438861	Clytia|LOC010334
OG0002498	Xenia|LOC124444983	Clytia|LOC010446, Clytia|LOC010448
OG0002499	Xenia|LOC124441463, Xenia|LOC124441747	Clytia|LOC011426, Clytia|LOC010511
OG0002500	Xenia|LOC124439137	Clytia|LOC010547, Clytia|LOC010538
OG0002502	Xenia|LOC124442221, Xenia|LOC124441578	Clytia|LOC010790
OG0002503	Xenia|LOC124440027, Xenia|LOC124456528	Clytia|LOC010798
OG0002504	Xenia|LOC124455727	Clytia|LOC017510
OG0002505	Xenia|LOC124439370	Clytia|LOC010823, Clytia|LOC011478, Clytia|LOC011467
OG0002506	Xenia|LOC124459523	Clytia|LOC010860, Clytia|LOC018134, Clytia|LOC016150
OG0002508	Xenia|LOC124434883	Clytia|LOC011043
OG0002509	Xenia|LOC124433483	Clytia|LOC027603, Clytia|LOC011068, Clytia|LOC011067
OG0002510	Xenia|LOC124459473, Xenia|LOC124442358	Clytia|LOC011219
OG0002511	Xenia|LOC124445584	Clytia|LOC045082, Clytia|LOC011313, Clytia|LOC011304
OG0002513	Xenia|LOC124453709	Clytia|LOC011327
OG0002514	Xenia|LOC124440386, Xenia|LOC124440387	Clytia|LOC011328
OG0002515	Xenia|LOC124443744	Clytia|LOC011358, Clytia|LOC011336
OG0002516	Xenia|LOC124453751	Clytia|LOC011346, Clytia|LOC011347
OG0002517	Xenia|LOC124453366, Xenia|LOC124453368	Clytia|LOC011353
OG0002518	Xenia|LOC124456279, Xenia|LOC124456331	Clytia|LOC011388
OG0002519	Xenia|LOC124443824	Clytia|LOC011396, Clytia|LOC013765
OG0002520	Xenia|LOC124439273	Clytia|LOC011511
OG0002521	Xenia|LOC124455416, Xenia|LOC124455430	Clytia|LOC011513
OG0002524	Xenia|LOC124433979	Clytia|LOC045863, Clytia|LOC011959
OG0002526	Xenia|LOC124434918	Clytia|LOC012059
OG0002526	Xenia|LOC124447432	Clytia|LOC012060
OG0002527	Xenia|LOC124452965	Clytia|LOC036703, Clytia|LOC012185
OG0002530	Xenia|LOC124454068, Xenia|LOC124452494	Clytia|LOC012403
OG0002531	Xenia|LOC124448222	Clytia|LOC029299, Clytia|LOC012422
OG0002532	Xenia|LOC124444725	Clytia|LOC012465
OG0002533	Xenia|LOC124447112	Clytia|LOC012518
OG0002534	Xenia|LOC124444710	Clytia|LOC012575
OG0002535	Xenia|LOC124437957	Clytia|LOC021277, Clytia|LOC019610, Clytia|LOC012578, Clytia|LOC016032
OG0002536	Xenia|LOC124441320	Clytia|LOC012631
OG0002537	Xenia|LOC124444826	Clytia|LOC012659, Clytia|LOC012648
OG0002538	Xenia|LOC124455362, Xenia|LOC124449617, Xenia|LOC124455381	Clytia|LOC012656
OG0002540	Xenia|LOC124449511, Xenia|LOC124449514	Clytia|LOC015140, Clytia|LOC012711
OG0002541	Xenia|LOC124438403	Clytia|LOC012988
OG0002542	Xenia|LOC124434853	Clytia|LOC012991, Clytia|LOC036830, Clytia|LOC036832
OG0002544	Xenia|LOC124451500, Xenia|LOC124451499	Clytia|LOC013067, Clytia|LOC013059
OG0002548	Xenia|LOC124448103	Clytia|LOC013214
OG0002549	Xenia|LOC124439218	Clytia|LOC027747, Clytia|LOC013300, Clytia|LOC027748
OG0002551	Xenia|LOC124440013	Clytia|LOC013352, Clytia|LOC013351
OG0002552	Xenia|LOC124443205	Clytia|LOC013489, Clytia|LOC013490, Clytia|LOC013491
OG0002553	Xenia|LOC124440430, Xenia|LOC124440445	Clytia|LOC013580
OG0002555	Xenia|LOC124441984	Clytia|LOC013827
OG0002556	Xenia|LOC124452301, Xenia|LOC124454006, Xenia|LOC124454043	Clytia|LOC014139
OG0002557	Xenia|LOC124445194	Clytia|LOC014216, Clytia|LOC014208, Clytia|LOC014210
OG0002559	Xenia|LOC124437088	Clytia|LOC019361, Clytia|LOC014311, Clytia|LOC019360
OG0002561	Xenia|LOC124454618, Xenia|LOC124454617	Clytia|LOC014658
OG0002562	Xenia|LOC124441445	Clytia|LOC014705
OG0002563	Xenia|LOC124434922	Clytia|LOC014721
OG0002564	Xenia|LOC124434100, Xenia|LOC124434368, Xenia|LOC124433798	Clytia|LOC014723
OG0002565	Xenia|LOC124439536	Clytia|LOC028627, Clytia|LOC014785, Clytia|LOC014784
OG0002571	Xenia|LOC124435058, Xenia|LOC124434160	Clytia|LOC015044, Clytia|LOC015045
OG0002572	Xenia|LOC124433410	Clytia|LOC015162
OG0002573	Xenia|LOC124437285, Xenia|LOC124436805, Xenia|LOC124435954, Xenia|LOC124449475, Xenia|LOC124435955, Xenia|LOC124433292	Clytia|LOC015174
OG0002574	Xenia|LOC124448321	Clytia|LOC015285, Clytia|LOC023756
OG0002575	Xenia|LOC124450854	Clytia|LOC015384
OG0002576	Xenia|LOC124452770, Xenia|LOC124452769	Clytia|LOC015389
OG0002577	Xenia|LOC124441716	Clytia|LOC045453, Clytia|LOC045445, Clytia|LOC015486
OG0002578	Xenia|LOC124433408	Clytia|LOC015529, Clytia|LOC015530
OG0002579	Xenia|LOC124455922, Xenia|LOC124455923	Clytia|LOC015724
OG0002580	Xenia|LOC124447506	Clytia|LOC015751, Clytia|LOC025367, Clytia|LOC015750
OG0002581	Xenia|LOC124438815	Clytia|LOC015902
OG0002582	Xenia|LOC124447473	Clytia|LOC022601, Clytia|LOC022842, Clytia|LOC016040
OG0002585	Xenia|LOC124454136	Clytia|LOC041948, Clytia|LOC034974, Clytia|LOC032531, Clytia|LOC032535, Clytia|LOC026576, Clytia|LOC016173
OG0002586	Xenia|LOC124433804	Clytia|LOC016187
OG0002587	Xenia|LOC124459461	Clytia|LOC016189, Clytia|LOC016188
OG0002588	Xenia|LOC124457162, Xenia|LOC124455209	Clytia|LOC016228, Clytia|LOC016220
OG0002591	Xenia|LOC124435736	Clytia|LOC016314, Clytia|LOC025162, Clytia|LOC019608
OG0002593	Xenia|LOC124440928	Clytia|LOC016578, Clytia|LOC016584, Clytia|LOC016577
OG0002598	Xenia|LOC124433796	Clytia|LOC016765, Clytia|LOC034661
OG0002602	Xenia|LOC124453683	Clytia|LOC016897
OG0002604	Xenia|LOC124451654, Xenia|LOC124443183	Clytia|LOC016993, Clytia|LOC016992
OG0002605	Xenia|LOC124444898	Clytia|LOC016994, Clytia|LOC017223
OG0002606	Xenia|LOC124449258, Xenia|LOC124435948, Xenia|LOC124449230	Clytia|LOC017018
OG0002607	Xenia|LOC124438359	Clytia|LOC019129, Clytia|LOC017052
OG0002608	Xenia|LOC124443192	Clytia|LOC019132, Clytia|LOC019133, Clytia|LOC017055
OG0002610	Xenia|LOC124442083	Clytia|LOC017336, Clytia|LOC017335
OG0002611	Xenia|LOC124453659	Clytia|LOC017389
OG0002612	Xenia|LOC124455844	Clytia|LOC034678, Clytia|LOC039310, Clytia|LOC017392
OG0002613	Xenia|LOC124452524	Clytia|LOC026569, Clytia|LOC017407
OG0002614	Xenia|LOC124459620	Clytia|LOC017533, Clytia|LOC018522, Clytia|LOC017532
OG0002616	Xenia|LOC124434914	Clytia|LOC017648
OG0002617	Xenia|LOC124452790	Clytia|LOC026463, Clytia|LOC017734, Clytia|LOC040775
OG0002618	Xenia|LOC124433291, Xenia|LOC124444077	Clytia|LOC017845, Clytia|LOC017841
OG0002620	Xenia|LOC124438502	Clytia|LOC017942, Clytia|LOC036951
OG0002621	Xenia|LOC124436520, Xenia|LOC124437120	Clytia|LOC017968, Clytia|LOC030366
OG0002622	Xenia|LOC124450316	Clytia|LOC042605, Clytia|LOC018078
OG0002623	Xenia|LOC124452937	Clytia|LOC018149, Clytia|LOC018152, Clytia|LOC044939
OG0002624	Xenia|LOC124443099	Clytia|LOC018175
OG0002625	Xenia|LOC124443966, Xenia|LOC124440404, Xenia|LOC124444583	Clytia|LOC018418
OG0002627	Xenia|LOC124433533	Clytia|LOC042532, Clytia|LOC018541
OG0002628	Xenia|LOC124450274	Clytia|LOC018628
OG0002629	Xenia|LOC124435177, Xenia|LOC124435216, Xenia|LOC124435330	Clytia|LOC018853
OG0002630	Xenia|LOC124451297, Xenia|LOC124438651	Clytia|LOC019073
OG0002632	Xenia|LOC124445227, Xenia|LOC124447547	Clytia|LOC019312, Clytia|LOC019309
OG0002634	Xenia|LOC124435155, Xenia|LOC124435156, Xenia|LOC124441096	Clytia|LOC019433
OG0002636	Xenia|LOC124434930	Clytia|LOC019656
OG0002636	Xenia|LOC124456700	Clytia|LOC019658
OG0002638	Xenia|LOC124452255, Xenia|LOC124450363	Clytia|LOC019854
OG0002641	Xenia|LOC124446345	Clytia|LOC020918
OG0002642	Xenia|LOC124438149	Clytia|LOC044054, Clytia|LOC021241
OG0002644	Xenia|LOC124452071	Clytia|LOC021319
OG0002646	Xenia|LOC124442542, Xenia|LOC124441940	Clytia|LOC021769
OG0002651	Xenia|LOC124452788	Clytia|LOC030545, Clytia|LOC022478, Clytia|LOC030546
OG0002653	Xenia|LOC124446664	Clytia|LOC022883, Clytia|LOC024433, Clytia|LOC030495
OG0002657	Xenia|LOC124445040, Xenia|LOC124453800	Clytia|LOC023827, Clytia|LOC027488
OG0002659	Xenia|LOC124459345	Clytia|LOC023907
OG0002659	Xenia|LOC124453571	Clytia|LOC024630
OG0002660	Xenia|LOC124443731	Clytia|LOC029915, Clytia|LOC024052, Clytia|LOC024968
OG0002662	Xenia|LOC124445488	Clytia|LOC032019, Clytia|LOC024507
OG0002663	Xenia|LOC124433295	Clytia|LOC024718, Clytia|LOC030299, Clytia|LOC027080
OG0002664	Xenia|LOC124444103	Clytia|LOC024920
OG0002664	Xenia|LOC124444110	Clytia|LOC032752
OG0002665	Xenia|LOC124449832	Clytia|LOC039921, Clytia|LOC026021, Clytia|LOC039246
OG0002666	Xenia|LOC124451188, Xenia|LOC124451983	Clytia|LOC026352, Clytia|LOC043829
OG0002667	Xenia|LOC124444480, Xenia|LOC124459175	Clytia|LOC026444, Clytia|LOC034092
OG0002669	Xenia|LOC124436881	Clytia|LOC045265, Clytia|LOC027085, Clytia|LOC045299
OG0002670	Xenia|LOC124435322	Clytia|LOC037209, Clytia|LOC027399, Clytia|LOC037208
OG0002671	Xenia|LOC124444330	Clytia|LOC041051, Clytia|LOC041052, Clytia|LOC027472
OG0002672	Xenia|LOC124434360	Clytia|LOC040588, Clytia|LOC027702, Clytia|LOC040587
OG0002673	Xenia|LOC124454248	Clytia|LOC034900, Clytia|LOC027944
OG0002674	Xenia|LOC124434052	Clytia|LOC040338, Clytia|LOC040341, Clytia|LOC027948
OG0002675	Xenia|LOC124435186	Clytia|LOC028180
OG0002675	Xenia|LOC124435188	Clytia|LOC042728
OG0002677	Xenia|LOC124447406	Clytia|LOC045409, Clytia|LOC028484
OG0002678	Xenia|LOC124436673, Xenia|LOC124444390	Clytia|LOC028642, Clytia|LOC032860
OG0002679	Xenia|LOC124434892	Clytia|LOC028709
OG0002680	Xenia|LOC124451768	Clytia|LOC028865
OG0002681	Xenia|LOC124452498	Clytia|LOC028923, Clytia|LOC043152, Clytia|LOC043151
OG0002682	Xenia|LOC124437025	Clytia|LOC036129, Clytia|LOC028943
OG0002683	Xenia|LOC124439301	Clytia|LOC029189, Clytia|LOC029190
OG0002684	Xenia|LOC124452406	Clytia|LOC029292, Clytia|LOC043944
OG0002685	Xenia|LOC124455149, Xenia|LOC124452592	Clytia|LOC029316
OG0002686	Xenia|LOC124440777, Xenia|LOC124448417	Clytia|LOC029486
OG0002687	Xenia|LOC124457923, Xenia|LOC124443602, Xenia|LOC124457807	Clytia|LOC029540
OG0002688	Xenia|LOC124438351	Clytia|LOC029558
OG0002690	Xenia|LOC124458612	Clytia|LOC029797, Clytia|LOC030273, Clytia|LOC029774
